Genes,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
C12orf43,532,689,212,918,581,1002,620,1892,706,254,951,516,861,614,751,870,505,638,595,715
C12orf44,1789,2302,687,4470,2259,1511,2759,6406,2912,1166,2752,1000,2339,1075,2433,1538,1114,1468,2718,822
C12orf45,843,554,635,733,527,525,1957,1684,1326,360,697,266,461,239,560,340,206,444,547,200
C12orf47,1026,549,490,1222,608,779,1201,3084,704,503,1034,470,1012,427,840,925,489,822,793,516
C12orf48,1124,505,335,1163,580,934,1599,1176,2151,212,189,121,260,54,96,160,81,98,112,58
C12orf49,1450,1247,410,1600,4809,8081,1177,4232,1493,918,1309,850,1806,848,954,1509,1008,860,1025,740
C12orf4,1132,1316,606,1364,1561,3780,3408,4460,1096,1430,1265,932,1592,697,882,1109,694,870,689,871
C12orf51,2847,2513,1051,3696,6116,4911,2590,3104,1675,1129,3621,2202,6094,3312,2926,4963,3387,2856,2458,2810
C12orf52,1034,1582,674,1825,1115,1981,1062,3336,1102,779,1380,503,1084,460,951,992,682,570,1413,445
C12orf57,2311,2977,2998,3859,1333,3244,4684,14196,4911,2635,6177,1875,3233,1888,5135,3635,2165,3538,6660,1529
C12orf5,789,293,563,927,1502,1657,1057,2274,455,133,811,635,726,395,664,538,429,503,603,427
C12orf62,638,1188,716,1721,2082,1210,729,4838,1284,1092,2518,1416,1270,2082,2116,1625,1150,1392,1542,1506
C12orf65,819,562,692,1827,967,1806,1525,3008,576,222,998,346,696,349,581,922,346,556,562,363
C12orf66,177,387,65,179,1211,295,315,434,344,122,247,212,424,202,220,369,305,217,200,212
C12orf72,83,80,159,77,322,218,72,132,86,63,221,124,277,189,200,369,164,161,120,158
C12orf73,318,270,432,747,288,370,974,1208,718,188,406,111,325,178,291,335,240,184,253,177
C12orf75,471,1482,157,298,1837,740,2005,1486,1372,70,1224,452,907,386,645,1056,774,761,476,176
C12orf76,349,222,238,321,181,425,666,1006,333,185,550,189,603,139,313,506,250,366,336,146
C13orf15,364,1387,1197,317,1036,872,985,1685,606,352,1984,2940,4110,5033,2224,1461,2311,1606,1281,4018
C13orf18,189,463,261,421,313,979,966,2940,854,26,493,234,930,141,346,776,129,203,607,99
C13orf1,325,627,405,32,1860,625,569,306,679,379,829,355,773,459,546,703,452,531,510,353
C13orf23,4115,4144,961,4177,8678,4577,12804,5455,7523,1646,2212,1213,3236,1559,1864,2702,1465,1719,1757,1421
C13orf27,403,607,448,4314,1135,2128,2828,2623,871,697,422,200,312,237,329,375,154,289,332,202
C13orf29,1095,1053,78,91,254,5503,303,1206,444,44,435,374,482,335,306,378,264,310,261,299
C13orf31,807,605,180,339,1721,1466,489,605,723,526,625,786,802,399,636,1059,518,633,495,698
C13orf33,375,286,669,314,564,1102,969,74,333,51,3185,6292,1751,1789,3320,791,2510,2079,289,3097
C13orf34,363,796,213,1234,1280,608,2667,1537,1020,493,312,215,287,167,213,384,238,189,181,208
C13orf37,748,802,847,1714,1943,1337,3484,1268,1942,650,848,471,950,470,639,965,587,731,638,249
C14orf101,582,700,591,1009,3105,1681,2519,1850,909,842,1690,864,1995,900,1016,1593,958,1284,810,855
C14orf102,587,505,180,518,1099,1091,934,822,1175,224,922,444,1307,452,720,1158,607,828,642,565
C14orf104,996,459,524,1225,888,1673,1054,1977,1693,484,683,261,1109,372,469,748,408,558,746,262
C14orf106,1691,1188,457,2400,2127,3469,3326,3170,3730,843,996,1140,2480,1186,733,1850,890,1233,499,1079
C14orf109,570,830,254,549,2971,1417,3127,935,1213,297,1070,527,842,486,868,1158,535,741,695,505
C14orf118,444,370,104,212,1043,1212,925,764,1108,213,456,404,1270,454,398,848,527,552,273,481
C14orf119,1712,2242,1323,3574,4016,3743,3202,4064,4273,1264,4132,1817,2522,1358,2672,2524,1607,1875,2788,1605
C14orf126,647,528,417,776,2692,1367,947,1304,1411,525,967,497,1147,1140,1099,975,1135,862,786,1116
C14orf128,167,131,144,152,222,177,171,113,131,104,447,143,410,137,281,310,139,252,302,112
C14orf129,951,1074,315,715,4361,1453,2523,1868,2206,549,1606,680,1746,816,1249,1215,1032,937,1012,746
C14orf132,134,231,140,758,1185,842,1045,773,825,48,3066,2417,3663,917,1700,2060,1749,1761,1564,1440
C14orf135,1780,1303,1148,1524,2207,3295,2697,2193,2072,672,2308,1142,3249,1262,1443,2999,1729,2183,1320,1207
C14orf138,475,214,232,578,353,464,321,485,548,144,452,152,527,148,307,510,214,258,260,106
C14orf139,159,227,114,316,607,178,185,235,188,324,1100,4359,929,4451,4067,1092,2226,1748,369,4846
C14orf142,504,524,247,482,1040,824,2360,935,1193,470,795,334,504,276,464,576,342,385,490,263
C14orf143,158,146,176,238,824,188,491,238,353,170,330,123,258,71,226,236,182,207,215,73
C14orf145,488,733,157,436,1891,797,839,365,1039,184,291,138,505,125,269,499,232,234,158,164
C14orf147,3055,4976,3557,4343,7313,28711,5372,2474,3551,1331,5810,1939,4029,1587,3415,4535,3275,2964,3186,1006
C14orf149,331,236,86,34,437,134,710,614,301,92,270,300,352,575,352,351,286,276,143,492
C14orf153,1125,1593,835,1300,1155,2432,3494,2137,2507,1242,1497,1051,1290,1423,1349,1012,874,985,966,1242
C14orf156,1347,1273,2443,1306,2019,1448,6936,2063,3052,1144,1928,869,1024,1044,1690,1149,844,1073,1735,837
C14orf159,1032,883,1071,320,1276,2504,726,1604,1003,645,3732,1728,3910,2509,1828,2752,2169,2339,3255,2333
C14orf166,4465,6464,4177,11923,10774,16461,13143,12011,13567,6118,9005,4585,6033,5125,6676,5725,4062,4918,6203,5000
C14orf167,905,1199,818,2657,5080,2712,1251,1597,1774,758,1527,1019,2672,1320,1527,3015,1715,1777,1083,1529
C14orf169,917,1115,668,935,1424,1033,2415,1528,1812,554,1085,367,923,392,899,717,522,553,938,358
C14orf174,55,26,2,39,41,89,151,127,171,28,168,17,196,6,52,119,94,94,81,15
C14orf179,569,410,743,557,745,605,874,803,1287,312,1242,368,706,481,853,580,456,597,782,495
C14orf180,0,9,1,0,2,15,11,0,1,2,233,2499,379,6052,2611,673,1627,943,100,4055
C14orf181,66,95,183,47,35,68,101,202,109,69,134,19,143,31,66,161,30,78,76,37
C14orf1,1645,2411,2711,3666,4959,3590,9803,3464,6682,1985,3279,847,2301,940,2173,2262,1327,1680,2420,975
C14orf21,669,753,142,639,1597,1489,297,1245,2004,463,667,471,1203,648,551,1026,746,631,546,547
C14orf28,111,188,194,240,643,385,303,122,246,114,536,416,409,399,451,589,270,331,281,352
C14orf2,2712,2457,2445,2466,4034,4003,11647,4693,6133,3355,3511,1924,2341,1866,2884,2146,1503,2035,2593,2063
C14orf33,114,143,89,39,181,208,283,132,351,225,288,88,327,116,134,243,136,163,165,69
C14orf37,127,177,99,278,435,635,112,286,122,118,257,302,499,214,223,250,158,275,123,322
C14orf43,2130,2339,1012,1765,3357,3220,2875,2448,3870,1566,3063,2667,5525,3622,2691,4799,3964,4004,2144,2892
C14orf45,299,252,139,222,876,841,591,340,559,188,1448,313,1021,318,531,989,700,670,659,307
C14orf49,172,107,39,201,208,126,80,76,103,83,159,1379,396,1708,722,386,847,464,56,1976
C14orf4,1762,4055,1730,1763,1618,3826,7235,7921,2298,1898,5095,2218,7238,3700,4507,5389,3068,3882,4691,2882
C14orf50,5,4,8,16,104,17,141,90,214,13,111,87,94,135,110,105,65,86,36,261
C14orf64,18,38,29,1,240,64,51,87,13,45,107,56,65,180,54,178,46,63,49,133
C14orf79,388,335,329,370,503,710,992,583,967,276,812,173,1025,141,481,638,415,731,914,139
C14orf80,464,823,685,483,191,271,417,807,1266,235,440,105,323,124,316,151,128,203,522,46
C14orf93,466,373,342,1147,432,404,277,1186,791,259,862,399,773,336,746,733,362,475,636,400
C15orf17,1185,1597,1239,4744,1845,2960,5863,2158,2926,2295,3973,2502,3928,4894,3998,4429,3475,3335,2413,4303
C15orf21,93,162,73,149,113,194,82,198,302,68,202,78,186,70,189,276,132,112,211,30
C15orf23,1650,2363,970,1915,2106,2306,2930,3468,2281,1268,519,395,579,505,567,634,311,286,570,303
C15orf24,1854,2486,2105,3309,2798,3317,2765,2527,2087,1635,3161,2105,2390,2619,3222,2247,2061,2182,2274,2362
C15orf29,1035,788,768,947,878,1552,1508,948,1201,658,1170,728,1511,846,837,1283,904,929,735,647
C15orf33,33,38,12,25,84,360,29,108,79,5,123,11,167,0,57,126,51,74,51,15
C15orf37,87,188,35,86,38,160,213,249,171,84,187,99,165,98,202,147,55,72,139,90
C15orf38,480,1227,188,431,1205,1332,625,814,1557,312,931,863,1045,960,721,1139,724,782,569,941
C15orf39,2967,3060,1183,1912,4767,4025,6932,4070,3596,938,2210,1228,3351,1939,2133,1873,1281,1459,3404,1224
C15orf40,425,411,226,479,452,471,663,1510,1013,349,1026,434,743,521,760,824,498,549,724,573
C15orf41,451,537,314,502,265,669,700,429,484,315,379,175,378,150,211,394,134,325,228,135
C15orf42,1012,1287,442,2263,287,1684,2510,2340,4254,474,139,91,302,32,69,113,76,79,130,45
C15orf44,2068,2867,1136,4230,2695,5831,5722,4864,5565,1323,3208,1237,3088,1091,2178,2754,1500,1996,2267,1024
C15orf48,687,811,66,64,65,870,176,1683,1282,53,616,6,1504,11,339,1371,387,359,1565,14
C15orf52,2426,3282,796,228,433,2011,540,3249,1099,1058,3002,224,3487,470,1292,3520,1097,1123,2850,410
C15orf57,523,874,606,686,636,1404,556,1766,1044,536,1439,738,1038,805,1357,1196,876,1007,1177,709
C15orf58,88,134,37,281,99,309,78,258,318,39,143,48,143,79,107,158,101,58,120,64
C15orf59,10,55,31,12,15,107,92,8,12,15,55,97,51,77,140,37,99,51,55,141
C15orf61,347,252,489,865,258,314,1134,436,643,243,488,205,314,172,323,326,209,284,289,191
C15orf62,138,100,60,162,51,92,64,53,351,418,170,63,195,54,118,200,88,83,169,45
C15orf63,2062,2337,2414,2608,1365,1306,901,3234,2933,1597,2212,1128,1440,1472,2060,1396,1116,1304,2446,1305
C16orf13,856,2002,5113,2294,673,979,2177,10034,2831,1258,1853,450,999,577,1528,655,684,524,1576,501
C16orf42,2244,2860,1693,2723,1185,1802,1053,5305,3646,1420,2675,1172,1751,1536,3025,1485,1333,1197,2623,1437
C16orf45,126,311,344,510,433,219,141,144,147,70,1861,1384,1714,1384,2021,1123,2100,1501,1329,1961
C16orf46,96,92,64,132,148,218,144,253,177,46,321,62,282,111,110,218,101,118,170,50
C16orf48,389,510,900,413,165,344,156,1705,750,264,1631,344,791,340,841,710,333,567,823,284
C16orf52,483,471,813,626,1110,715,1534,1530,478,228,845,684,1357,820,686,1332,1155,1007,378,693
C16orf53,1962,2904,6171,7885,2328,2440,4866,5366,4061,1586,2429,1007,2438,928,2451,1944,1510,1563,2621,901
C16orf54,263,217,17,41,483,481,126,541,169,37,281,322,81,181,431,361,140,158,77,270
C16orf55,629,349,470,1207,304,398,550,1508,931,188,464,100,303,137,260,263,144,236,331,105
C16orf57,2355,4450,2024,6989,5186,6271,6060,5714,4532,1603,2532,1659,1786,1572,1971,1641,1294,1314,1818,1345
C16orf58,2737,4156,5372,5915,8331,5796,4956,9953,9051,2917,6480,2548,5187,2701,5446,4669,4235,3650,5651,2895
C16orf59,329,759,511,1069,181,343,597,1575,753,109,125,28,86,23,78,58,60,20,203,13
C16orf5,1457,2320,863,3133,768,2599,822,5248,2872,633,3385,1545,2688,1383,2744,2107,1260,2093,2245,1135
C16orf61,1899,1161,1213,2878,1653,1694,3824,2484,2102,746,874,451,595,523,582,528,327,544,548,392
C16orf62,1305,3459,2388,2615,7382,5166,4227,6067,2968,1108,3712,3303,3543,3442,4117,3149,3087,2807,2801,3442
C16orf63,1459,2387,1836,2956,4455,3681,4553,5346,2141,837,2638,1446,2730,1640,1970,2644,2032,1831,1833,1723
C16orf68,343,368,620,697,608,428,694,1590,436,143,497,293,576,458,418,439,354,361,393,414
C16orf70,1932,1163,811,1429,2605,1990,2030,2468,2126,764,1628,858,1575,825,1201,1280,834,1234,1032,712
C16orf72,3402,2865,2024,2800,6706,5024,5626,4495,3566,1449,3101,2306,4157,2821,2863,3663,2840,2931,2027,2392
C16orf74,17,95,774,28,33,239,43,100,203,71,670,40,414,82,381,94,169,196,451,70
C16orf75,631,1375,6579,2600,794,1237,5019,4192,2649,783,172,121,253,26,148,187,100,120,426,32
C16orf7,950,710,879,857,577,684,418,1197,931,373,1068,335,655,366,732,640,319,442,843,294
C16orf80,1742,2085,1361,3373,1601,2616,4411,6071,3661,791,2024,855,1774,862,1401,1395,882,1603,1596,1106
C16orf86,24,53,73,18,21,64,8,74,45,9,310,146,139,155,303,158,90,126,131,184
C16orf87,338,464,303,570,679,726,867,693,897,225,187,133,400,170,189,282,233,226,153,226
C16orf88,1270,1786,1477,3735,2320,1921,2311,5754,1633,742,1342,595,1440,351,797,1061,564,697,1643,542
C16orf89,3,9,17,5,352,109,15,387,44,50,6635,346,2955,976,2112,2212,863,1954,1494,334
C16orf91,899,905,355,756,485,661,893,1761,1001,309,615,166,474,196,421,381,279,302,686,190
C16orf93,55,84,189,174,27,74,273,579,128,80,139,16,112,1,74,107,48,84,125,3
C17orf100,58,144,203,198,78,102,198,294,156,53,229,31,354,41,111,217,92,132,206,37
C17orf101,592,1096,264,3248,588,1393,320,1651,1270,352,1536,566,1034,655,1150,978,603,674,1059,674
C17orf103,333,765,415,917,1307,962,215,906,690,957,1992,3134,2865,5623,3468,2529,2594,1987,1652,4539
C17orf106,551,688,654,1890,886,658,364,2796,1563,893,1164,351,803,375,1006,711,413,432,1075,441
C17orf107,98,250,202,415,222,462,70,792,43,327,745,29,606,65,489,587,263,345,462,43
C17orf108,120,238,310,360,294,487,64,367,351,98,1095,521,844,759,1050,1091,687,877,1089,673
C17orf28,190,1291,2216,8123,7178,2400,2415,3063,1394,439,5225,694,4669,1195,3986,3427,1453,2847,4746,898
C17orf37,1138,1855,13145,4625,1989,1604,2991,2201,1288,1512,2165,910,1527,822,1945,1323,1084,930,3029,1059
C17orf39,629,1504,906,750,1447,2010,1026,1259,1434,994,1039,1310,1785,2255,1282,1366,1212,1159,587,2006
C17orf42,420,372,655,681,739,625,772,678,397,281,560,291,514,276,329,505,247,361,276,267
C17orf44,83,149,135,226,98,192,41,191,52,172,269,126,217,63,170,476,75,83,132,68
C17orf48,179,183,344,263,206,481,671,543,245,187,566,260,646,227,374,599,354,465,368,255
C17orf49,2710,2928,2313,3229,2976,4797,4231,5399,3214,1753,3393,1446,1745,1345,3177,2175,1346,1632,2817,1397
C17orf51,121,919,419,313,367,1776,362,760,692,187,765,976,1244,1173,875,551,840,680,416,1054
C17orf53,333,498,61,954,324,503,495,579,938,149,139,133,181,248,164,147,121,103,107,192
C17orf56,845,1037,491,1360,489,729,1024,1940,1046,324,812,326,847,408,682,834,276,489,535,317
C17orf57,37,53,44,85,145,51,47,60,196,7,57,99,355,104,136,273,96,140,36,65
C17orf58,479,439,551,1085,909,818,1037,462,697,424,1995,2844,1414,925,1962,1501,1666,1842,1074,543
C17orf59,314,523,295,302,370,348,143,672,343,405,878,385,578,387,911,654,324,372,714,336
C17orf60,65,49,17,20,54,118,67,102,53,3,195,115,27,20,108,77,24,51,44,58
C17orf61,503,903,5338,1129,1917,827,1575,3252,836,1797,1828,1248,1116,1844,2140,1042,1098,1012,1364,1572
C17orf62,2767,4892,1126,6179,3491,5942,1682,6186,2954,2095,4283,1953,2395,1678,3287,2216,1480,1741,2959,1577
C17orf63,1852,1808,2517,4516,1812,3961,3061,3470,5002,1039,1948,884,2800,1318,1810,2189,1259,1474,1995,1138
C17orf65,193,398,202,835,438,457,591,435,417,204,556,202,539,218,460,459,270,297,362,165
C17orf67,49,73,64,105,57,187,38,94,152,52,159,46,74,75,42,117,60,72,25,37
C17orf68,1291,1431,815,750,1749,1514,1000,1751,1138,759,2723,1019,2710,1165,1789,3297,1433,1671,1499,978
C17orf69,88,103,222,395,46,144,151,140,192,89,227,100,439,98,238,387,82,201,187,53
C17orf70,1261,2293,1035,5178,1602,3798,1119,4919,3857,983,2131,790,2181,809,1791,1277,961,994,2427,684
C17orf71,1139,1445,350,3466,2393,2462,1723,3682,2517,842,1443,698,1717,905,951,1630,1065,1113,1123,904
C17orf72,52,28,40,61,39,136,23,232,81,28,263,101,144,89,141,80,109,169,209,118
C17orf75,598,523,428,872,942,936,827,858,1001,339,569,186,620,211,425,744,275,373,398,238
C17orf76,64,100,24,397,86,173,93,119,371,22,205,279,172,200,189,120,148,196,49,156
C17orf79,973,2114,3314,2821,1696,2886,1406,2271,2032,1427,2924,1830,1532,3037,3195,2326,1766,2304,1537,2679
C17orf80,1245,1297,676,3361,2147,2527,2040,4226,2920,377,1907,869,2160,1086,1119,1919,1089,1431,991,1215
C17orf81,933,995,2406,1481,1298,1501,1215,6186,1990,896,2095,958,1685,1171,1518,1675,984,1167,1333,859
C17orf85,1235,1446,865,1306,2822,3494,1352,3305,1896,706,1778,1097,2674,1281,1144,2008,1391,1504,890,1215
C17orf86,551,215,266,513,491,572,544,606,687,130,498,86,447,112,256,341,191,216,334,86
C17orf89,506,834,1091,2007,609,1219,1822,1795,1494,464,1012,606,664,656,1110,525,463,590,756,636
C17orf90,768,936,991,1247,524,1094,733,1980,1110,525,1190,313,639,331,946,625,379,423,920,348
C17orf91,326,427,164,88,659,571,283,351,287,125,1373,499,825,1306,1208,461,1111,586,308,1455
C17orf95,678,1089,577,1444,1801,1664,2275,2908,1499,538,1361,604,1050,604,1009,999,556,953,852,619
C17orf96,508,398,1458,369,792,414,1008,944,482,119,354,71,583,128,327,278,200,129,568,39
C17orf97,352,98,236,239,815,202,353,370,190,180,691,54,528,68,290,268,365,211,316,63
C18orf10,3771,4322,3027,6947,1993,11487,8311,12054,12204,4639,3840,2324,3212,2974,3582,2061,3293,2135,2312,3751
C18orf18,21,77,64,27,46,268,101,265,184,11,167,98,145,139,169,199,122,138,103,127
C18orf19,816,659,932,930,1838,2332,682,1818,3159,852,738,490,1094,536,755,759,552,690,546,397
C18orf1,1370,1532,1803,1795,3765,5062,810,3903,2294,267,2793,1702,5462,2344,2651,4749,4724,2534,1739,3958
C18orf21,501,826,1152,1503,863,1469,2396,2012,1738,979,859,317,718,409,597,709,392,483,713,347
C18orf22,865,683,730,2414,1180,1290,792,1545,1758,905,1563,655,1265,1087,1320,1017,769,922,1493,906
C18orf25,1654,1989,1004,2429,2345,3833,2872,2183,2713,1597,1952,796,2806,1031,1316,2096,2047,1847,923,986
C18orf32,2023,2348,3855,5885,6890,2496,3307,3359,3389,3283,3937,1592,2918,2517,2874,2875,2326,2482,2168,1665
C18orf34,0,8,4,7,6,7,16,10,7,9,185,182,130,151,306,162,118,361,96,119
C18orf45,1221,1276,1211,2463,4079,2311,808,1344,1398,1367,1595,338,1457,320,923,1363,605,863,1621,349
C18orf54,362,401,414,896,265,385,655,411,627,163,183,274,270,153,208,326,182,185,93,143
C18orf55,927,564,719,1466,1876,1190,1567,2931,2855,1006,1333,696,976,1036,986,963,732,820,836,927
C18orf8,971,1311,1047,1914,2011,1766,1568,2372,1660,1349,1220,768,1187,911,1031,1098,690,946,828,789
C19orf10,3146,5067,2958,7402,4926,3486,2476,5523,5614,2122,5421,2535,3371,1787,4216,2563,1909,2644,3596,1680
C19orf12,8067,1559,4166,1625,1832,2274,1507,1592,1707,1086,2017,2955,2396,4624,3984,2059,4583,1911,949,7494
C19orf20,18,187,380,58,9,25,22,560,86,147,222,29,265,118,279,67,60,70,284,26
C19orf21,355,477,227,240,652,25,34,1445,487,64,997,1,531,9,46,138,418,64,1173,2
C19orf22,2743,3812,6626,7284,6361,3265,2601,4832,5767,1699,4495,1202,3064,1099,3489,2024,1743,1797,5029,1120
C19orf24,1189,1466,1803,2336,1431,959,1106,3257,2490,1099,1481,514,958,583,1629,684,562,605,2254,471
C19orf25,506,922,1317,2622,274,583,304,1228,979,507,1395,424,922,410,1066,873,426,538,1448,334
C19orf28,2302,3648,3696,3174,962,2949,3685,5505,5167,1716,2722,1123,1942,690,2808,1443,1064,882,2963,891
C19orf29,864,1122,1090,2092,221,818,927,2059,1871,618,1500,574,1312,636,1168,1176,580,798,1303,527
C19orf2,14465,5312,8135,4953,10364,9328,6386,9526,9994,3595,4994,2622,5185,3552,3653,4706,3602,3484,3382,3143
C19orf33,44,72,343,51,16,33,4,1860,31,818,394,34,186,38,245,70,293,223,318,41
C19orf39,107,111,149,312,581,127,382,302,433,71,251,64,242,49,224,201,109,95,352,45
C19orf40,159,332,39,310,376,273,152,498,702,70,159,71,98,41,127,119,65,64,110,69
C19orf42,1697,2132,2873,6115,7413,3398,4312,7779,2486,1896,4724,2904,3491,3257,4142,3197,2813,3058,3557,3497
C19orf43,3690,4241,9149,11300,2929,3050,11058,9612,5230,3997,6078,2663,4515,3129,5268,3722,2506,3154,4600,3256
C19orf44,358,251,406,1148,426,443,483,1018,422,202,573,228,761,282,409,605,218,552,374,246
C19orf46,237,739,762,630,787,532,715,1234,1733,792,888,0,546,1,460,407,195,177,1021,1
C19orf47,793,1597,802,2648,794,2174,1803,1255,694,1382,1207,288,936,293,772,691,394,530,875,312
C19orf48,3811,3657,1609,7609,2261,1340,3971,18891,8547,3086,2475,360,2203,316,1275,1299,874,851,3587,291
C19orf50,2776,3469,3038,4775,3901,4582,4505,11307,4285,1410,4316,2368,3050,2601,4084,2793,2089,2327,3510,2616
C19orf52,401,532,700,1341,803,508,805,997,1270,589,568,279,640,398,491,457,379,425,482,345
C19orf53,3104,2881,6641,7739,4043,2216,6338,13387,4045,2407,4077,1806,2291,1704,3643,1894,1438,1965,3890,1775
C19orf54,612,535,325,534,1331,745,974,954,744,194,868,394,858,468,742,554,465,469,844,389
C19orf55,251,367,86,343,258,551,352,389,1085,217,178,91,351,100,106,238,194,164,191,62
C19orf56,2141,3995,6318,6987,6765,4032,9317,5638,10787,3859,6722,2653,4167,2762,6080,4277,2837,3330,6482,2957
C19orf57,78,91,158,1578,164,105,347,1354,455,13,268,25,404,30,105,111,44,141,292,16
C19orf60,345,894,1816,1181,391,483,692,3730,548,1010,1411,317,894,441,1014,575,325,367,1177,412
C19orf61,2345,2442,932,4192,1286,2393,1851,2362,2690,1352,1990,957,1885,635,1451,1207,697,1057,1933,562
C19orf62,2262,3058,1844,4187,3541,3171,3669,10080,2639,2198,3822,2062,2678,2291,3783,2596,1849,2057,3009,2267
C19orf63,2920,11308,6047,9551,8134,6465,8304,26457,14423,5135,9040,2231,5665,2058,6493,4326,3179,3239,10363,2240
C19orf66,1306,2144,1529,1373,463,2312,1173,1960,961,178,2283,731,1308,611,1225,1957,752,1079,1352,652
C19orf6,1916,3479,4745,6569,3141,2757,1478,6006,3894,2502,5739,2171,4254,2997,5361,3660,2715,2351,4577,2893
C19orf70,1042,1211,3003,2156,1556,908,963,2674,3449,1148,2323,959,1190,1268,2740,945,821,907,2620,1052
C19orf76,65,18,194,38,9,23,198,789,126,23,334,93,54,29,205,136,77,181,176,97
C1D,438,256,340,288,745,1035,883,702,754,190,553,336,533,316,460,693,378,581,381,212
C1GALT1C1,1410,1625,1104,2099,7384,1963,1877,7588,1093,1254,2430,1204,1636,1102,1738,1655,1341,1488,1343,1344
C1GALT1,532,1079,315,1335,615,11710,3624,1241,1487,812,898,637,772,768,596,659,584,1588,388,468
C1QA,6838,10037,1222,1082,2715,11202,924,12378,3999,1256,14871,17703,2952,5987,14981,6147,4386,3752,5546,9244
C1QBP,5013,5242,3964,3923,7599,7472,7492,10532,9686,3959,5808,1738,4812,2236,3754,3273,3067,3046,5032,1937
C1QB,7793,11166,1260,1438,4645,17713,1075,15625,4251,1070,16740,21371,3092,4716,12954,5921,4012,2663,5021,5810
C1QC,8407,8935,1429,1990,3137,13784,693,11779,4847,1021,13085,14028,2698,3703,10723,4585,3621,2420,5245,4468
C1QL3,20,7,13,51,131,84,4,95,57,23,36,42,174,65,69,98,65,26,1,58
