Sample,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
C20orf3,5724,6363,4295,11371,52993,10498,5426,21141,12744,10554,14743,14402,9087,14945,14102,9121,11113,7122,9631,9089
LARP1,11983,9000,8911,18937,14722,17093,14301,20559,27351,7929,8163,8457,14875,12970,10147,10538,10278,8306,7224,12685
C6orf106,6167,17333,4383,16399,11821,36063,14216,19917,22456,14984,8021,7729,9454,12746,10906,8766,8348,6797,6318,10736
POLR2A,8815,14164,2403,17226,8308,22076,11125,15621,17642,7441,16994,8437,21119,9670,13220,18166,10072,11962,11125,7957
DPYSL3,5115,16013,3594,11267,17906,15202,7780,49947,3116,1469,13977,20101,9946,9159,12634,12426,14037,14071,6250,9068
MAL2,12627,12698,3736,11782,60870,13631,30928,18014,19615,5899,9925,971,6977,2401,5550,12682,10759,4958,6942,2083
CSTB,13205,19990,15809,10168,9163,15683,21343,30911,27639,21397,7642,8589,4377,7192,11760,5251,4770,5214,4920,7738
PPT1,7047,13838,6856,19574,11042,23857,14714,30017,18417,3177,18051,7715,11196,4274,12184,16371,8992,9770,8489,6731
MAZ,12111,24560,23328,29026,4982,11292,17746,41610,20442,4961,9188,4640,7908,3585,7252,5952,4825,3998,11262,3341
KIF5B,15926,8493,8613,11464,20198,10081,18925,14403,11948,4770,11632,9217,18424,13951,11360,16457,14342,11695,6686,12851
MTCH1,10210,11959,5181,12004,8089,14509,23522,20705,46376,5351,11809,8400,9961,9176,11380,9082,7694,7513,10560,7716
PHB2,8509,7525,4655,11730,4686,13946,19579,70581,19665,11565,11006,4834,11166,6556,9043,7697,5500,6585,10769,5258
CST3,5740,4821,2970,1647,4379,7245,6902,12747,9016,2387,25306,23331,13083,15407,32457,14536,15932,19097,12172,20914
SF1,7776,13769,6398,16480,11662,23017,9738,23952,20882,6463,14977,6796,15978,9085,13665,13035,7978,9490,11108,7568
CS,7440,10067,2942,17923,10774,9922,9319,20503,11005,6822,9883,14191,11958,31753,13773,10540,13753,9726,8254,19157
RHOC,9485,18056,7853,18339,13125,14588,7618,12852,17219,3097,20917,9287,11965,9057,18275,9954,8145,10695,21158,7748
PFDN5,4761,7549,7127,16189,7094,5965,5909,31877,8634,8754,24655,11505,14551,9545,19375,15814,8521,14782,15073,11443
SSR3,9322,13230,3464,12873,16682,22827,27367,35459,12666,5181,13129,8212,10903,7189,8369,8301,8848,9543,8062,7068
TOP2B,13695,10666,3421,9408,19173,23814,9814,12203,38310,4412,12715,6570,16171,7549,8643,16700,9623,9288,9232,7033
MORF4L1,8751,9936,5068,20393,8910,19690,23710,14701,18269,4906,13551,10130,11531,11236,13274,12610,10306,10676,8990,11678
SORT1,2349,16386,6989,11877,10512,42931,12426,11280,13733,6555,7830,11495,9824,18148,11078,10713,11300,7664,6020,19154
CDV3,11526,12513,2376,9380,13212,22581,20894,20297,9074,5572,10824,10628,13526,15748,11760,13336,13743,9800,7261,13920
MTDH,12670,15505,10844,12496,33633,27669,21433,15855,14810,5752,7099,6184,11311,8075,6524,8795,10470,6670,4638,7210
ADAM15,16184,28680,10670,18453,24637,17778,7602,17604,11958,22526,8561,5971,6578,6903,12286,4959,5159,5736,9760,4526
DSC2,11125,13501,14894,15600,9921,20125,7496,45691,64904,4249,3992,752,14444,985,2459,5911,2829,2954,3805,815
BAT2L1,7546,12173,3385,8780,10704,20170,5464,12562,12618,7937,14764,9962,25777,13748,13399,19791,12125,11497,12353,11624
VCL,9306,17876,5462,4263,11191,15333,7999,11718,7891,5262,16245,12374,21000,19986,13073,14626,15093,13023,9337,15220
TSPAN3,1995,4676,4623,9526,2978,12819,15279,13222,9322,3200,12356,16459,10560,33715,18268,11893,17448,12300,6046,28912
SERPINA1,2039,5391,313,367,28757,17248,2866,4190,3618,624,85764,481,31844,298,8821,4190,1702,35153,10336,1469
PADI2,22801,3492,4023,19486,9485,67705,8620,21187,25653,2771,7036,62,21678,232,2567,6082,2125,3224,16553,307
EPHX1,1739,8701,13782,34439,15354,6704,4668,2945,1178,2514,10615,15501,9818,22809,23497,7398,13220,15322,6363,28130
IGF2R,10235,8888,2073,5086,19128,55093,8114,11785,12499,5847,8848,11831,12926,13693,10217,9988,9022,7989,7667,13548
DNAJA1,14517,11352,2760,14370,12905,18900,20240,56350,17118,10776,8873,5022,8801,6153,6118,8221,4475,5654,6920,4691
XPO1,12105,9528,4927,14705,16476,26605,31413,22064,21573,8419,8719,6673,13022,6808,6108,9615,5912,7650,6201,5591
LGALS3,7663,9274,2895,4050,14308,6317,12617,8354,13196,8539,17332,16355,13514,17765,21208,13647,11187,15380,13322,16945
ATP5G2,5908,7552,8571,19492,11073,6670,17681,39954,11541,9798,18303,6358,12956,6398,13885,10621,6429,8114,17102,5407
CAST,7545,13005,2600,10392,9443,10961,7319,10635,12357,5824,14948,17594,17347,18399,13278,16437,15214,13688,10016,16682
FOSB,939,576,211,340,504,1146,3130,300,119,954,4973,13772,49688,54253,20501,11188,18395,7026,6375,49126
SRP9,11602,10400,14154,24687,25740,10543,21170,20985,10142,6333,13409,5744,9882,6885,10675,12093,7820,8683,8051,4437
DEK,12395,18742,3458,23009,11409,27068,33083,18736,36274,3928,6814,5207,6898,4007,5118,8820,4692,5668,3838,3698
LIPE,32,413,60,229,427,225,422,340,70,118,2865,25493,9514,64834,45121,5572,23273,10834,1466,51002
COL5A1,16626,22210,10179,3137,27051,32011,7932,4278,13941,3951,11219,24042,25005,6562,6790,3522,7669,3698,5457,6956
EIF3I,10642,8598,6335,28250,8002,15288,11833,26746,28010,11259,14335,6195,10145,6152,10550,8729,6334,7127,11807,5855
DDX6,8232,10681,5705,25070,24580,15467,12203,17517,10452,7095,11944,7787,14952,10496,9848,14580,9092,9107,7125,10019
ZNF664,7250,9005,4631,25313,3983,27583,15058,36610,10544,3509,8362,6793,14056,10963,8312,12886,11549,8904,6568,9543
EFHD1,16380,15667,7956,20779,22803,5246,372,22754,6376,5812,27916,1730,17789,1755,10137,16233,17893,8440,14215,1151
VDAC1,9741,11568,8707,21535,14005,12404,22561,26893,19748,13485,10576,6191,9703,6482,9171,7011,7070,6213,11107,6868
FMOD,1481,2191,1590,609,4473,5862,1654,14882,8581,398,16496,16684,14812,30636,20168,11221,18820,20201,8619,41530
DYNLL1,12440,13604,12308,21674,10937,13215,28636,24726,16517,7973,11472,6456,8813,7262,9792,6440,5586,6405,9039,7555
GPX4,5476,6655,16306,18389,13563,4560,3154,11427,12564,11009,11642,13454,7507,20440,24036,7293,10684,8874,11207,22232
SYNPO,2422,2850,2763,3023,2770,5896,2460,9446,3047,5673,6996,21986,10216,34653,31980,8997,24699,14682,5270,40621
ATP1B1,3774,22309,27527,60715,11397,11246,6999,13391,5548,551,12722,1362,18069,1224,9181,15713,3436,7385,6872,988
ACLY,9366,9695,2504,18434,23391,17112,8824,11842,15333,13174,10728,6068,9857,8256,8997,7775,6516,7898,38839,5269
C6orf62,9729,9866,8929,17605,16366,17860,27672,11397,31356,4662,12357,7774,9643,6738,9337,10982,8233,6092,7845,5225
CIRBP,5164,7530,6887,17554,7508,3595,4430,7574,5046,4673,29779,7945,17972,8635,20878,24268,13321,14942,22386,9271
LCP1,7540,9030,1044,1498,32247,20980,33031,35252,24642,4574,11006,12119,3178,2596,11054,9813,2794,3662,4392,8357
MYOF,8822,13250,2607,2820,16448,15085,1958,9948,4248,4219,21817,10788,28387,7864,13353,21497,17046,14819,12407,11332
SLC7A5,11697,33214,6223,17401,21158,32739,26841,38921,18434,19225,2051,188,2844,232,1684,903,2043,1206,1507,195
CX3CL1,3555,2824,1642,7153,541,11470,2108,28247,8203,645,26369,1675,40427,3592,17573,23414,11297,15992,27267,4422
ERGIC1,4104,8214,9130,11490,51129,9708,4904,16852,5691,1924,12770,8529,12959,9917,15792,11748,10144,10010,12946,10278
SOD1,11485,9967,13193,15542,9309,13240,16650,11243,32149,6089,12907,8029,7301,9906,13968,9887,7697,8970,9637,10942
ZC3H11A,7380,6420,10159,30188,15884,14180,18941,20211,14848,4329,11876,7470,14147,8037,8587,14448,7742,9056,6645,7541
HTRA1,5561,10811,4551,2579,17784,15893,3743,4974,1986,1304,20515,15482,11439,20828,27086,11374,14097,13375,6254,28359
ARHGDIB,7158,9889,7538,3648,10569,64703,7903,16876,6758,2699,20255,8770,8030,4294,14805,12851,6643,8791,9735,5753
SUB1,9030,14664,6862,19159,10568,18388,29298,17162,6361,3604,21008,4631,10562,8992,12020,12193,7783,9456,7359,7999
CAPZB,13101,14784,8667,9760,10946,20825,11435,15079,14022,9947,16598,10956,10009,7438,14163,12632,8274,8731,10729,8112
MDH1,4816,6939,3738,14010,7386,14067,31779,14597,14681,11485,8234,14021,8880,19071,16060,8207,12345,10132,6212,9291
RBMX,10754,8882,7144,20669,9612,11075,22230,31919,21352,5668,12550,4895,14911,5203,8360,11870,6702,8717,8503,4920
CHI3L1,1523,2518,132432,4362,399,10769,18624,8626,5200,1689,11966,676,4190,120,7025,3754,2670,1368,16131,1826
SMARCC1,10072,12826,5442,11370,15045,32966,14045,19620,40889,9261,7508,2885,13576,3402,5245,9520,5977,5925,7027,3174
LAMA4,3837,4059,3894,2263,8124,10536,18436,1547,3059,2530,6834,25665,12179,37303,19587,9989,16281,13360,2703,32718
MAT2A,9813,9001,4569,12459,18241,11095,24189,21803,14380,5771,16619,5209,15014,6689,9833,13796,10889,8117,9070,8114
ACSL3,5137,6398,3919,25666,47048,8732,7357,11616,27912,4180,11390,4678,15150,5647,14762,8446,6006,6181,10126,3798
EMP2,3393,13861,12470,19731,32293,2051,20471,13477,8201,16655,18189,5902,10224,5726,11576,11896,7949,8106,6327,5336
FDFT1,3185,9026,2867,3779,78896,7422,13679,17817,9508,7412,11222,5590,8991,7872,10673,6633,5494,6924,10293,6356
H2AFY,8821,10281,9633,40067,6646,20210,17177,32997,13482,7743,11129,5283,8209,3890,7741,6468,5199,5195,9124,4310
LUZP6,8133,7264,5088,11418,21865,30266,12453,14244,21577,8707,8874,9079,13059,10990,8293,10320,9356,8139,6406,7977
LGMN,7075,10300,1843,3228,16500,53300,5112,6484,5489,2277,13625,34644,6061,9815,17239,7575,9461,6112,4693,12232
ENAH,14552,35401,13567,13562,17064,28872,13558,14336,8108,2548,7364,4201,12383,5859,6195,9988,7771,6983,6647,3906
CXCL14,1571,9227,550,3816,5910,24545,1384,1712,468,187,36325,12579,15545,5963,25521,19325,15415,16151,6542,30115
KDELR1,7118,17928,8671,16850,24087,15299,18055,11652,21252,10423,11460,6643,9692,6154,10661,7022,6250,6430,10177,6009
HYOU1,12350,26375,5440,29502,14660,26121,10791,22775,13669,4636,10815,3972,9792,2989,6814,6101,4405,6653,11115,2676
CAT,934,2780,1111,2021,8665,6297,3663,8580,5355,2063,9307,23211,14051,38812,15268,11376,17498,12612,4404,43609
HNRNPM,9650,13438,5697,18921,9043,12764,7290,23104,22281,7453,17665,5516,13328,6257,11700,12413,7394,8883,13526,5150
FZD4,865,919,1610,1394,9983,2342,1864,741,1403,527,7006,20329,10604,41383,25004,12251,35875,11310,2407,43655
ABLIM1,4561,4992,2823,2679,3813,15592,2990,17974,8303,16868,11398,18040,15529,15344,16366,17069,14962,14801,7022,20101
EWSR1,11243,11978,6407,26247,7714,13098,14815,17724,17795,6208,15834,5871,10775,6819,11628,12277,7900,8690,10344,7531
ARL6IP5,5616,9537,5015,8074,16158,14719,6249,16507,8006,4909,13559,12732,14436,15939,19319,14825,10328,12259,9679,13024
HNRNPH1,7611,11203,8506,24591,9847,17434,7763,24106,22330,3926,12222,5070,15012,7104,8327,14396,7922,9212,8312,5799
CHCHD2,6124,11434,8710,16506,14797,17029,16890,31368,16301,14836,13202,4933,7340,6226,10756,6317,5520,6248,10305,5663
ARHGEF12,4915,13478,4442,9100,29380,22854,6779,8312,6663,2981,12298,8480,19066,10478,8766,22360,11900,12379,6679,9132
TALDO1,9902,12585,7587,21105,16494,13507,9576,21656,21083,15732,8772,8823,6422,8107,12472,5383,6571,5676,10251,8375
PDXDC1,7476,13528,13250,22132,35582,20753,9765,19793,7263,4951,10441,4523,10290,5900,8048,9491,7609,5927,6640,6393
ESYT2,10178,18283,3755,8144,25152,18395,4095,19490,6407,5278,9416,9404,15481,13915,9367,12341,11920,9711,6092,12898
NCSTN,12130,19985,8171,19749,16898,18650,21290,11598,13242,11038,8949,6206,9426,7187,9686,7854,6864,6720,6068,7744
AARS,10571,14971,4526,13749,31648,24826,7973,20222,22774,6352,9649,5253,7834,8155,8545,6771,5778,6398,7017,6380
CMPK1,6439,7844,3450,22532,14592,31456,11726,12474,13727,4534,9824,8471,14190,11113,11442,11273,9180,8694,6848,9473
PCYOX1,2220,5175,1715,6668,8304,12582,5962,9352,10735,3628,10487,17294,15319,31633,13579,13483,16838,13560,5432,25225
RBM39,9544,6173,10466,14510,13928,8513,16459,32855,17108,6324,12819,5633,15763,5802,7987,15376,7918,8656,7242,5433
MIF,3569,18690,45827,18627,4952,6292,18349,29587,13549,13161,11702,843,7105,869,8389,4074,2530,2430,16428,929
NDST1,5455,5117,4702,15388,10108,10737,3993,11471,10036,4366,14985,7784,26125,11619,16393,19892,12804,9963,13709,12695
KRT16,21343,21588,924,391,18,2337,4032,2082,19362,141519,1166,386,1104,328,4577,585,951,984,3246,381
PAPOLA,10155,9616,3970,9812,26273,11521,31675,13659,22556,6418,10112,6155,12566,6646,7022,11571,7463,7623,6374,5984
GHITM,9393,5950,4819,9637,13889,19994,11996,26911,11395,9719,11331,9040,9893,11968,12047,10788,10466,8903,8481,10510
CAPN1,8287,20500,3055,9817,10342,30693,3430,21378,19999,9981,14841,5209,11970,4740,11528,8877,6074,6731,15417,4228
LRP10,4709,8530,2727,7362,36238,14139,2060,8233,10420,4282,19751,8926,16185,8597,17982,13938,9312,10178,14298,9216
DCTN1,7997,12564,4282,12490,9103,16066,15258,17825,19571,4618,13841,8270,12932,9740,13046,9829,10447,8605,10995,9517
PTPN11,8700,8456,3398,8297,16687,17314,14556,11238,11891,2094,7741,9237,14095,18806,10323,10899,16846,10137,4231,21663
STARD7,9719,14764,3489,14740,16770,19445,16046,32934,12879,3276,10003,6037,9954,6642,9131,10903,8225,7055,8161,6348
PIK3R1,2570,5600,3131,7244,24722,14371,8722,4348,2732,897,19277,7325,35471,6048,10889,17246,15947,16283,10891,12689
SLC38A2,8916,6246,4346,9539,26014,9257,11453,21647,9460,3358,13476,8764,15181,9950,10363,16722,14228,11248,4774,11267
S100A4,3808,9867,1986,1150,4187,9362,1610,41204,10677,1428,6922,28374,3205,6838,46228,5418,7771,11211,2588,22297
KHDRBS1,9640,10406,6825,26463,7983,15248,15197,19964,18699,7570,12278,5656,12451,6266,8702,11575,7694,8921,8895,5347
KARS,12941,10098,5956,11174,11053,12604,25401,36781,23823,5978,9633,6070,8179,6600,7301,7402,5036,5859,7623,5761
NPC2,7782,8765,6636,4877,34003,16935,9501,15656,16644,7152,16055,13298,7197,5785,14444,9212,6897,7554,8857,7548
ERBB3,5927,4268,10363,36269,16624,4918,13955,28474,5539,6985,12722,412,22575,245,7754,19782,10294,7567,9714,235
DAP,4316,18164,8716,8042,55067,24263,9056,18120,6989,2914,10630,4576,6196,3494,8058,7923,5981,6352,11619,3855
MGEA5,9879,6513,5256,14125,10706,11659,10488,18637,8357,9317,12934,8823,15149,12319,10125,16668,11139,11227,6862,13950
TSC22D3,2836,3202,2305,4423,26038,3272,1746,4501,2820,4756,31296,17899,7791,8501,22347,9075,20827,24878,3911,21637
HMGA1,13101,11895,3235,18158,6395,9152,35667,45533,34117,27054,2298,767,2974,691,2649,1826,948,1065,5384,920
PLS3,9767,23031,4735,3726,8416,19164,12183,11570,13683,3530,10457,12172,9160,14987,11585,12975,10357,13392,4836,14059
BTG2,1907,3390,5597,6994,4195,8019,6395,4485,3213,3594,11001,15593,21320,18142,22799,18581,17321,11669,6890,32484
CREG1,4804,6039,4724,5321,16005,11760,25391,15775,7676,24977,10173,16829,9782,10798,10288,9873,8356,7366,6423,11026
STT3A,6698,15300,3865,28989,26201,16825,10496,20699,11098,5302,12384,5534,10949,5251,8767,8150,5509,7586,8205,5365
RAB1A,7142,9943,5027,15142,23262,20734,18111,19317,14391,7608,11049,7437,9593,7681,9328,8343,7148,7566,7406,6943
MAPRE1,12105,8547,5297,10298,18489,14056,18756,37322,19755,6749,9449,5628,8474,6508,7448,7101,7770,6585,6031,6709
BNIP3L,4096,7789,2725,3046,47581,7567,6752,9315,6314,8885,10491,12327,10185,22711,11658,11789,10532,9786,5934,13563
OAT,12436,9392,7753,16722,11928,21259,8393,27240,7370,8662,11698,4383,18770,4286,8189,12135,7539,8788,11539,4253
PRKAR2B,1153,548,1977,4055,27277,544,2573,6385,1844,333,2626,20486,8192,61411,11046,9016,25005,10127,1249,26812
7-Sep,7973,9333,5026,11074,14352,27954,16464,16434,14678,8160,10086,9241,9835,9309,8980,10331,8517,10307,5808,8670
TRIP12,7924,8963,2524,9776,19625,29797,7530,15018,19876,4879,9696,8662,13429,11245,7665,11372,9206,7816,5522,11427
SCPEP1,3199,14316,4110,16958,33913,20905,1544,25731,6623,3939,16366,5530,9827,5984,10230,13201,5380,9362,8578,6163
UQCRB,5520,10789,22214,18780,12724,13568,15727,17823,16141,10346,11614,6731,8132,8073,9454,6657,5437,6931,8875,6090
DAG1,6142,13719,5262,8334,16102,23774,10172,11038,15070,9300,12859,5107,18807,6627,9590,11057,8811,8264,15514,6027
LAMB1,5700,9413,10835,7167,8518,20787,14906,3357,6678,1926,17186,19331,16849,20071,10335,10848,10508,9940,5650,11431
SRPR,6704,13524,5087,20709,21873,20444,8146,16967,8882,6723,12244,6643,11167,7823,11735,9874,7323,8650,9489,7082
PALLD,9782,5592,7092,8619,20309,13900,6748,6745,5949,1743,22698,5699,19701,9197,12185,20554,10815,16505,10340,6909
CTTN,6338,11852,5279,11188,18783,22289,3081,17874,14522,7484,14688,5950,12775,6684,11861,9944,11754,8907,12450,7336
VPS35,7862,8641,4462,10534,27079,22901,20390,22517,18116,5779,9442,5708,9804,6400,6132,8758,8047,6054,5743,6392
C10orf58,3577,4954,5881,13175,13317,8845,3562,19341,3964,11919,6537,11540,9235,26079,16597,7304,15817,8955,4083,25447
PPDPF,3986,28132,25706,12863,9371,9746,9415,18339,6138,19780,16107,2035,9926,2083,13879,5456,5548,3797,15503,2267
SMARCA2,6581,4778,3468,18140,14946,13458,4368,15188,8007,2462,16219,8095,20189,11656,12392,15865,9711,12124,10759,11649
STK24,3554,11834,2527,23312,7314,41489,15159,35956,11057,7687,7691,5588,9014,5004,5044,7295,4981,5019,5612,4843
ITIH5,77,415,110,3521,484,471,704,276,187,240,8994,17858,12553,30363,36326,7164,22402,14542,3857,59283
PI15,89,260,385,917,129,25893,46024,3163,1382,110,27168,40,48824,240,4690,42362,1641,14869,1368,71
NES,2539,23389,8387,4087,664,21851,36640,1318,6710,1125,14192,6428,22358,9467,7946,6207,7280,9713,24303,4968
CSDA,7481,7280,5571,1832,4885,12596,30264,29643,18654,8436,14202,8104,12554,7579,9778,8662,6309,7069,11701,6362
TACC1,2240,2599,1407,792,27872,19000,3303,2175,2111,856,8924,19904,11936,26746,13342,14278,17470,12551,2590,28640
APOE,11231,19360,3385,4236,2600,13486,1804,19156,5839,7665,20787,27332,7936,17786,16612,5975,3334,4790,19923,5111
GSPT1,11861,13444,6529,7073,19197,15935,20968,20479,15597,4045,8792,5836,10970,8203,8502,9317,9523,6916,7401,7726
GPR56,4368,10404,9724,19581,16963,39424,12823,17893,17106,8468,10576,2416,10546,2842,6911,6375,5203,5466,9093,2055
COTL1,10091,26567,9225,2379,2825,19177,12414,59067,10055,6803,6991,7786,2777,3130,13496,4745,4734,4053,4516,7286
MDK,3855,14811,14281,46666,4760,12114,3801,43570,7701,13163,18029,566,7651,548,5169,5998,2335,2622,8699,578
CREB3L2,11964,9350,5251,14224,29546,25189,7312,17619,11890,2455,8450,6231,11485,6585,8666,8870,7955,9384,5306,8719
YME1L1,10922,7867,3018,12239,20188,23859,16536,21060,12684,7355,10542,6560,11273,7167,6688,10013,7136,7768,6415,6920
SAT1,14420,10167,5905,4591,4580,18441,24033,8626,26400,1802,14951,14481,8520,4680,10174,11309,5769,7692,10094,8884
PLD3,6547,13309,5295,15825,10854,18554,4998,13896,6477,7408,17644,14768,11603,7250,17921,8433,7004,7180,11024,9479
SPP1,5784,43767,4274,1483,7112,17871,5992,77459,15464,499,5287,3028,2561,1023,12795,1513,1288,2171,2575,3395
AHCYL1,5788,8603,2166,9584,13354,15527,13621,15892,12257,6140,11887,9982,13816,11629,10427,11996,10595,10907,7564,13452
SUMO2,9370,8781,8307,36255,8273,13950,22026,18757,18772,3978,9855,5518,8447,5474,7268,8510,4810,6682,5596,4510
SLC1A5,7795,16174,3720,14204,18789,8449,8679,24874,6842,8323,15384,6042,10573,13157,15128,5839,8025,7512,7957,7663
PHGDH,3281,16032,3536,19615,2780,29784,28880,36022,15999,5512,5334,3256,5691,9085,2996,4804,4357,3995,7133,6770
HSPH1,17442,7560,2485,18339,31650,29073,19828,8450,31941,6959,7249,2966,7181,2597,3437,4300,2711,3261,5427,1980
RAB6A,6517,13342,4987,14828,20382,24220,15096,17743,13916,7709,8645,6447,10124,6914,7102,8492,8144,7271,6043,6881
UBR4,12295,12051,2053,6291,14893,28669,6509,10273,14834,6954,10393,7826,15492,10210,8598,13287,9110,7809,7129,10052
PSMB1,11694,7964,5656,8061,7065,8514,22327,19737,43634,8814,9004,6347,5764,7292,9751,6022,6001,6085,7597,7342
PCM1,7128,6912,2055,11542,32093,15016,16049,15859,7948,5669,12088,6291,15286,8556,7070,14665,7177,8830,6309,8116
STAC2,9,16008,47974,15181,22754,19549,216,2468,1676,8702,19965,28,5082,399,7179,10963,12650,3252,20091,377
FAM120A,10373,8467,6925,11469,19759,18467,9736,9171,16947,4467,12148,7825,14569,9593,9059,12049,9245,8903,8855,6462
TAP1,25641,41103,2188,1667,3055,51705,9543,33306,12698,821,5075,2509,2913,2146,4479,5455,1785,2783,3244,2361
SCP2,4458,7308,2696,15258,62154,9945,5817,6581,5258,4341,8610,8440,9465,9956,14306,9154,7238,8401,6631,8357
PDCD6IP,9221,8616,3450,4087,18382,31779,8507,7733,21388,4235,10647,7940,14234,8598,8638,12426,8718,9733,7324,8533
IL13RA1,4080,8967,2569,4362,69721,10038,3772,7801,5859,4045,14085,9684,8156,7937,8641,10688,10667,7619,8473,6998
